symptom_text,disease
Recently developed widespread pain all over body triggered by activity,Fibromyalgia
Recently developed widespread ache all over body,Fibromyalgia
Feeling fibromyalgia symptoms pain fatigue lasting 2 weeks,Fibromyalgia
Started experiencing fibromyalgia ache fatigue memory problems began 3 days back,Fibromyalgia
Suffering from persistent pain syndrome widespread,Fibromyalgia
Suffering from chronic pain syndrome widespread for the past 1 week,Fibromyalgia
Been dealing with body aches discomfort exhaustion,Fibromyalgia
Started experiencing cognitive difficulties fibro fog began 1 month back gets worse after eating,Fibromyalgia
I have Started experiencing cognitive difficulties fibro fog lasting 1 month,Fibromyalgia
Experiencing tender points neck shoulders back for the past few days,Fibromyalgia
chronic throbbing syndrome widespread began 2 days back,Fibromyalgia
muscle soreness stiffness fatigue began 2 days back suddenly appeared,Fibromyalgia
muscle pain stiffness fatigue for the past few days gets worse after eating,Fibromyalgia
Suffering from fibromyalgia symptoms soreness fatigue for the past 1 week,Fibromyalgia
muscle pain stiffness lack of energy for a while now,Fibromyalgia
Having issues with chronic widespread musculoskeletal pain worse in the morning,Fibromyalgia
Having issues with chronic widespread musculoskeletal throbbing,Fibromyalgia
tender points painful to touch and it's getting worse lasting several days,Fibromyalgia
tender points neck shoulders back lasting 1 month,Fibromyalgia
I suffer from I've been having body aches pain exhaustion,Fibromyalgia
widespread musculoskeletal hurt chronic for the past few days ongoing for 2 weeks,Fibromyalgia
tender points painful to touch began 3 days back,Fibromyalgia
I've been having tender points painful to touch,Fibromyalgia
I suffer from fatigue even after sleeping since yesterday,Fibromyalgia
I have body aches dull ache exhaustion suddenly appeared,Fibromyalgia
cognitive difficulties fibro fog since 2 days ago,Fibromyalgia
I've been having sensitive to touch pressure painful for a while since couple weeks ago worse in the morning,Fibromyalgia
ache in multiple body areas,Fibromyalgia
sharp pain in multiple body areas,Fibromyalgia
sleep problems with body soreness that won't go away constant throughout the day,Fibromyalgia
fatigue even after sleeping started 1 month ago,Fibromyalgia
tender points neck shoulders back for a while now for the past 3 days,Fibromyalgia
fibromyalgia pain fatigue memory problems triggered by activity,Fibromyalgia
Experiencing Recently developed widespread pain all over body for the past 3 days,Fibromyalgia
I've noticed sleep problems with body pain constant throughout the day,Fibromyalgia
Experiencing Feeling fibromyalgia symptoms pain fatigue,Fibromyalgia
Feeling fibromyalgia symptoms pain tiredness,Fibromyalgia
Feeling fibromyalgia symptoms pain fatigue triggered by activity,Fibromyalgia
bitter taste acid coming up,GERD
burning sensation behind breastbone,GERD
burning in chest after eating,GERD
Started experiencing acid reflux burning in upper body for several days,GERD
I'm experiencing acid backup into throat,GERD
Feeling burning in chest after eating,GERD
acid backup into throat,GERD
heartburn worse at night lying and it's getting worse,GERD
Having issues with bitter taste acid coming up recently,GERD
Suffering from acid backup into throat,GERD
trouble swallowing with heartburn since yesterday,GERD
chest pain after lying down,GERD
I've been having burning in chest after eating,GERD
GERD acid reflux heartburn symptoms,GERD
Having issues with chronic cough from acid reflux that started today,GERD
gastroesophageal reflux burning chest,GERD
Recently developed sour taste in mouth regurgitation,GERD
gastroesophageal reflux burning chest since yesterday,GERD
acid reflux burning in chest,GERD
Started experiencing GERD acid reflux heartburn symptoms,GERD
GERD symptoms heartburn acid reflux,GERD
I'm experiencing heartburn worse at night lying,GERD
Suffering from burning sensation behind breastbone,GERD
GERD acid reflux heartburn symptoms that won't go away since yesterday,GERD
I have chest pain after lying down,GERD
heartburn after eating meals for a while now,GERD
heartburn worse at night lying,GERD
burning sensation behind breastbone for the past few days,GERD
sour taste in mouth regurgitation,GERD
chronic cough from acid reflux,GERD
chronic heartburn several times week and it's getting worse,GERD
sour taste in mouth regurgitation for a while now,GERD
Been dealing with chronic cough from acid reflux,GERD
chronic heartburn several times week,GERD
difficulty swallowing with heartburn,GERD
Been dealing with GERD symptoms heartburn acid reflux,GERD
I'm experiencing gastroesophageal reflux burning chest since yesterday,GERD
chronic heartburn several times week that won't go away,GERD
I'm experiencing acid reflux burning in chest,GERD
GERD symptoms heartburn acid reflux for a while now,GERD
chest pain after lying down since yesterday,GERD
heartburn after eating meals,GERD
Recently developed difficulty swallowing with heartburn,GERD
heartburn after eating meals for the past few days,GERD
I have bitter taste acid coming up,GERD
There is burning sensation behind breastbone comes and goes,GERD
burning sensation behind breastbone since 3 days ago,GERD
I've been having burning in chest area after eating,GERD
I've noticed burning in chest after eating triggered by activity,GERD
There is I'm experiencing acid backup into throat lasting 2 weeks especially at night,GERD
I've noticed Feeling burning in chest after eating,GERD
I suffer from acid backup into throat,GERD
I suffer from heartburn worse at night lying and it's getting worse triggered by activity,GERD
Suffering from acid backup into throat lasting 2 weeks,GERD
I've noticed trouble swaldangerously lowing with heartburn since yesterday,GERD
I suffer from trouble swallowing with heartburn since yesterday,GERD
chest pain after lying down especially at night,GERD
I've been having chest pain after lying down,GERD
I've been having burning in chest area after eating,GERD
I've been having burning in upper body after eating lasting 1 month,GERD
GERD acid reflux heartburn symptoms started 2 days ago,GERD
Having issues with long-term cough from acid reflux that started today,GERD
I have Recently developed sour taste in mouth regurgitation,GERD
Experiencing gastroesophageal reflux burning chest since yesterday,GERD
Suffering from burning sensation behind breastbone for the past 3 days,GERD
heartburn after eating meals for a while now started 1 week ago,GERD
I suffer from heartburn after eating meals for a while now,GERD
heartburn worse at night lying since 1 week ago,GERD
I've been having burning sensation behind breastbone for the past few days,GERD
burning sensation behind breastbone for the past few days began 1 month back,GERD
chronic cough from acid reflux for the past 2 weeks,GERD
lasting heartburn several times week triggered by activity,GERD
struggling with swallowing with heartburn,GERD
I'm experiencing acid reflux burning in upper body especially at night,GERD
I'm experiencing acid reflux burning in chest area ongoing for 1 month,GERD
chest pain after lying down since yesterday constant throughout the day,GERD
I have chest pain after lying down since yesterday,GERD
Experiencing heartburn after eating meals,GERD
Recently developed difficulty swalextremely lowing with heartburn,GERD
I've been having Recently developed difficulty swallowing with heartburn for the past 1 week,GERD
heartburn after eating meals for the past few days since 1 week ago,GERD
bitter taste acid coming up for the past 3 days,GERD
burning sensation behind breastbone since 1 month ago,GERD
Started experiencing acid reflux burning in upper body for several days began several days back,GERD
I'm experiencing acid backup into throat started 3 days ago worse in the morning,GERD
Feeling burning in chest area after eating,GERD
There is Feeling burning in chest after eating lasting 1 month,GERD
acid backup into throat for the past 1 month,GERD
heartburn worse at night lying and it's getting worse comes and goes,GERD
heartburn worse at night lying and it's getting worse worsening gradually,GERD
Having issues with bitter taste acid coming up recently since 1 week ago,GERD
Suffering from acid backup into throat since couple weeks ago,GERD
trouble swallowing with heartburn since yesterday lasting 1 week,GERD
trouble swalsignificantly reduceding with heartburn since yesterday,GERD
trouble swaldangerously lowing with heartburn since yesterday,GERD
upper body pain after lying down worsening gradually,GERD
GERD acid reflux heartburn symptoms comes and goes,GERD
Having issues with continuous cough from acid reflux that started today,GERD
I've noticed gastroesophageal reflux burning chest,GERD
gastroesophageal reflux burning chest since yesterday lasting couple weeks,GERD
jaundice with abdominal pain yellowing skin,Gallstones
Recently developed sudden pain in upper right abdomen,Gallstones
gallstone attack severe right upper belly pain since yesterday,Gallstones
Having issues with back discomfort between shoulders with nausea,Gallstones
Suffering from jaundice with abdominal soreness yellowing skin for the past few days,Gallstones
